seq_unique,seq_name,L1_annotation,c_call_grouped,sample_clean_fol,L1_annotation_int,c_call_grouped_int,sample_clean_fol_int
seq23,sequence_39,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-2,1,1,11
seq24,sequence_43,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-7,1,1,17
seq25,sequence_44,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1,1,1,2
seq26,sequence_45,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-2,1,1,11
seq27,sequence_46,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-7,1,1,17
seq28,sequence_47,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-7,1,1,17
seq29,sequence_48,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-7,1,1,17
seq3,sequence_3,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-7,1,1,17
seq30,sequence_51,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,12
seq31,sequence_52,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1,1,1,2
seq32,sequence_55,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-9,1,1,19
seq33,sequence_57,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-7,1,1,17
seq34,sequence_59,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,12
seq35,sequence_60,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,12
seq36,sequence_61,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-9,1,1,19
seq37,sequence_62,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-2,1,1,11
seq38,sequence_63,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1,1,1,2
seq39,sequence_64,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-9,1,1,19
seq4,sequence_5:sequence_10:sequence_23:sequence_34:sequence_67:sequence_90:sequence_121:sequence_180,GC_B_cells:PCs,IGHA2:IGHA1,HH153-SI-PP-nonINF_Fol-3:HH153-SI-PP-nonINF_Fol-1:HH153-SILP-nonINF,2,5,13
seq40,sequence_69,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-6,1,1,16
seq41,sequence_70,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-7,1,1,17
seq42,sequence_73,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-10,1,6,3
seq43,sequence_74,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-7,1,1,17
seq44,sequence_76:sequence_118:sequence_135:sequence_140:sequence_150,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1:HH153-SI-PP-nonINF_Fol-2:HH153-SI-PP-nonINF_Fol-17:HH153-SI-PP-nonINF_Fol-19,1,1,9
seq45,sequence_77,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,12
seq46,sequence_80,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1,1,1,2
seq47,sequence_82,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,12
seq48,sequence_88,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-9,1,1,19
seq49,sequence_89,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-7,1,1,17
seq5,sequence_6:sequence_8:sequence_9:sequence_18:sequence_29:sequence_32:sequence_40:sequence_41:sequence_78:sequence_112:sequence_181,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3:HH153-SI-PP-nonINF_Fol-1:HH153-SI-PP-nonINF_Fol-6,1,1,14
seq50,sequence_91,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1,1,1,2
seq51,sequence_92,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,12
seq52,sequence_94,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-7,1,1,17
seq53,sequence_95,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-9,1,1,19
seq54,sequence_96,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,12
seq55,sequence_97,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-9,1,1,19
seq56,sequence_98,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-9,1,1,19
seq57,sequence_100,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,12
seq58,sequence_101,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-7,1,1,17
seq59,sequence_104,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-9,1,1,19
seq6,sequence_7,GC_B_cells,IGHA2,HH153-SI-PP-nonINF_Fol-3,1,4,12
seq60,sequence_105,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,12
seq61,sequence_108,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-7,1,1,17
seq62,sequence_111,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-9,1,1,19
seq63,sequence_113,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-7,1,1,17
seq64,sequence_117,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-7,1,1,17
seq65,sequence_120,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-7,1,1,17
seq66,sequence_124,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-7,1,1,17
seq67,sequence_125,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-7,1,1,17
seq68,sequence_126,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1,1,1,2
seq69,sequence_128,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1,1,1,2
seq7,sequence_12:sequence_28:sequence_42:sequence_68:sequence_72:sequence_83:sequence_86:sequence_87:sequence_114:sequence_123,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-1:HH153-SI-PP-nonINF_Fol-3,1,1,10
seq70,sequence_129,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-2,1,1,11
seq71,sequence_130,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,12
seq72,sequence_137,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-13,1,1,4
seq73,sequence_139,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-16,1,6,6
seq74,sequence_143,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-15,1,6,5
seq75,sequence_144,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-13,1,1,4
seq76,sequence_145,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-16,1,6,6
seq77,sequence_149,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-13,1,1,4
seq78,sequence_151,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-13,1,1,4
seq79,sequence_153,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-15,1,6,5
seq8,sequence_13:sequence_25:sequence_37:sequence_54:sequence_65:sequence_84:sequence_109:sequence_119:sequence_147:sequence_162:sequence_163:sequence_173:sequence_176,GC_B_cells,IGHA1:IGHM/D,HH153-SI-PP-nonINF_Fol-9:HH153-SI-PP-nonINF_Fol-15:HH153-SI-PP-nonINF_Fol-16:HH153-SI-PP-nonINF_Fol-13:HH153-SI-PP-nonINF_Fol-14,1,2,21
seq80,sequence_157,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-17,1,1,7
seq81,sequence_158,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-16,1,6,6
seq82,sequence_159,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-13,1,1,4
seq83,sequence_161,GC_B_cells,IGHM/D,HH153-SI-PP-nonINF_Fol-16,1,6,6
seq84,sequence_164,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-13,1,1,4
seq85,sequence_165,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-13,1,1,4
seq86,sequence_166,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-13,1,1,4
seq87,sequence_169,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-19,1,1,8
seq88,sequence_170,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-13,1,1,4
seq89,sequence_171,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-13,1,1,4
seq9,sequence_16,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,12
seq90,sequence_172,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-17,1,1,7
seq91,sequence_174,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-13,1,1,4
seq92,sequence_182,GC_B_cells,IGHA1,HH153-SI-PP-nonINF_Fol-3,1,1,12
seq93,sequence_183,PCs,IGHM/D,HH153-SILP-nonINF,3,6,1
